Business Name,Website,Phone Number,Rating,Reviews,Category,Address
PUBLIC,https://thepublicrestaurant.com/social-media-ua,+971 600 555551,4.5,"6,727",Restaurant,Emar Dubai Mall - Downtown Dubai - Dubai - United Arab Emirates
Zenon Dubai,https://www.zenonrestaurant.com/,+971 4 837 7222,4.7,"1,290",Restaurant,Kempinski Central Avenue - Ground Level - Sheikh Mohammed bin Rashid Blvd - Downtown Dubai - Dubai - United Arab Emirates
Bice Mare Restaurant,https://www.bicemare.com/,+971 4 423 0982,4.6,"1,605",Italian restaurant,Souk Al Bahar - Burj Khalifa - Dubai - United Arab Emirates
Lana Lusa,https://lanalusa.com/,+971 4 380 1515,4.6,948,Mediterranean restaurant,Water Canal - Four Seasons Private Residences - Dubai - United Arab Emirates
Time Out Market Dubai,https://www.timeoutmarket.com/dubai/,+971 54 375 2421,4.7,"6,108",Restaurant,"Level 3, Souk Al Bahar - Downtown - Downtown Dubai - Dubai - United Arab Emirates"
The Banc Dubai - Restaurant & Bar,https://thebanc.ae/?utm_source=google_profile&utm_campaign=localo&utm_medium=mainlink,+971 4 566 2262,5.0,"2,020",Restaurant,Renaissance Hotel - 188 Marasi Dr - Business Bay - Dubai - United Arab Emirates
The GrilllShack,https://www.thegrilllshack.com/,+971 4 388 2382,4.6,"3,331",Steak house,Unit SF - 130 - 33 - Financial Ctr St - Burj Khalifa - Dubai - United Arab Emirates
Naughty Pizza Dubai,http://www.naughty.pizza/,+971 4 426 9991,4.8,"3,061",Pizza restaurant,Vezul Residence - Business Bay - Dubai - United Arab Emirates
The Restaurant at Address Dubai Mall,https://www.addresshotels.com/en/restaurant/the-restaurant-at-address-fountain-views/,+971 4 245 8888,4.8,384,Restaurant,Address Dubai Mall Hotel - Downtown - Level 12 - Sheikh Mohammed bin Rashid Blvd - Dubai - United Arab Emirates
Maru Udon Restaurant,No Website,+971 52 768 6996,4.7,998,Udon noodle restaurant,Majestic G Tower - Al Asayel St - Business Bay - Dubai - United Arab Emirates
Lucia's Dubai,http://www.luciasdubai.com/,+971 4 422 4321,4.5,"1,606",Restaurant,45RR+WM Jumeirah Beach Hotel - Jumeira St - Umm Suqeim - Umm Suqeim 3 - Dubai - United Arab Emirates
Kimuraya Authentic Japanese Restaurant - 1st Branch Business Bay,https://kimurayadubai.com/,+971 4 444 1455,4.8,"3,648",Japanese restaurant,Anantara Downtown Hotel (Lobby - Al A'amal St - Business Bay - Dubai - United Arab Emirates
Bebek Restaurant & Shisha Lounge| Kids & Family Friendly| Turkish & International,http://www.bebekrestaurant.ae/,+971 4 349 0024,4.9,"3,133",Hookah bar,Villa 531 Jumeirah Beach Road - Jumeira Third - Jumeirah 3 - Dubai - United Arab Emirates
Jospereno Steakhouse & Restaurant Dubai,No Website,+971 52 996 3944,4.9,670,Steak house,673G+G6H Almurooj Complex - Almustaqbal Street - Sheikh Zayed Rd - Trade Center Second - Dubai - United Arab Emirates
Wakame Dubai,https://wakame.ae/,+971 4 224 6663,4.6,895,Asian restaurant,3rd Floor – Sofitel Dubai Downtown - Sheikh Zayed Rd - Dubai - United Arab Emirates
Al Hallab Bab El Bahr,http://www.hallab-babelbahr.com/,+971 4 456 2881,4.5,"3,148",Seafood restaurant,29 Burj Dubai Boulevard - Moh'd Bin Rashed Blvd - Burj Khalifa - Dubai - United Arab Emirates
Little Bangkok - Dubai Hills,http://www.littlebangkok.com/,+971 800 2264565,4.7,"1,282",Thai restaurant,466V+HJ6 - Hadaeq Sheikh Mohammed Bin Rashid - Dubai - United Arab Emirates
Di MARE Restaurant and Cafe,https://dimarerestaurant.com/,+971 4 529 8109,4.7,798,Restaurant,Sheikh Mohammed bin Rashid Blvd - Burj Khalifa - Dubai - United Arab Emirates
KATA Dubai Mall,https://www.kata.ae/,+971 4 273 3800,4.7,"1,062",Japanese restaurant,Waterfront Promenade The Dubai Mall - Downtown Dubai - Dubai - United Arab Emirates
La Maison Ani Dubai,https://www.lamaisonanibychefizu.com/?fbclid=PAZXh0bgNhZW0CMTEAAabA0hjuLoIswniZiNn0lVFtzgN0WIyMaukusUAhfB3wZApC5p8H7leu2Uk_aem_AaOVbnQB6rd8ybWKRTcFnUW57LwGjKH5iiAeiO6Ha-40Om1_GWXp_hcnECLHiMYqBkUOMBKuG7uVX-834q5-lI2Q,+971 4 456 1989,4.5,"2,215",Restaurant,"TDM GF 319, Dubai Mall - Dubai - United Arab Emirates"
Rüya Dubai,https://ruyarestaurants.com/dubai/,+971 4 218 0065,4.7,925,Turkish restaurant,447Q+GV The Palm - The St. Regis - Nakhlat Jumeira - Dubai - United Arab Emirates
Jun’s,https://www.junsdubai.com/,+971 4 457 6035,4.6,770,Restaurant,Sheikh Mohammed bin Rashid Blvd - Downtown Dubai - Dubai - United Arab Emirates
Thiptara,http://www.palacehotels.com/,+971 4 428 7961,4.6,"1,733",Thai restaurant,"Ground Level, Palace Downtown 9770 - Sheikh Mohammed bin Rashid Blvd - Dubai - United Arab Emirates"
Varq,https://www.exoticadubai.tajhotels.com/dining/varq/?utm_medium=organic&utm_source=Google&utm_campaign=Varq_Dubai_GMB,+971 4 275 4444,4.8,435,Restaurant,Road Palm - Plot no. PJCR39 East Crescent - Nakhlat Jumeira - Jumeirah - Dubai - United Arab Emirates
Roobaru,No Website,+971 54 776 6384,4.6,604,Indian restaurant,DT1 Residential Tower - Burj Khalifa Blvd - Burj Khalifa - Dubai - United Arab Emirates
Sirali Dubai,https://www.instagram.com/siralikebapdubai?igsh=MWNrZTV3ZGk2a292dA==,+971 58 582 7092,4.5,931,Turkish restaurant,Habtoor city - Business Bay - Dubai - United Arab Emirates
TATEL Dubai,https://tatelrestaurants.com/en/dubai-restaurant/,+971 4 215 2121,4.8,512,Spanish restaurant,Sheikh Mohammed bin Rashid Blvd - Downtown Dubai - Dubai - United Arab Emirates
OPSO Dubai,No Website,+971 50 775 9029,4.3,"1,439",Restaurant,"Fashion Avenue, The Dubai Mall - 2F - Financial Ctr St - Dubai - United Arab Emirates"
COYA Dubai,https://coyarestaurant.com/restaurants/dubai/,+971 4 316 9600,4.6,"3,990",Peruvian restaurant,Restaurant Village Four Seasons Resort - Jumeirah Beach Road - Jumeirah - Jumeirah 2 - Dubai - United Arab Emirates
Flambe Restaurant and Bar,https://flambe.ae/,+971 54 777 9503,4.8,910,Restaurant,"First floor west end, Mall of The Emirates - Sheikh Zayed Rd - Al Barsha - Al Barsha 1 - Dubai - United Arab Emirates"
Vista Mare by Dubai Retail,https://dubairetail.ae/en/destinations/club-vista-mare,+971 800 738245,4.5,"1,302",N/A,"Palm Jumeirrah, Palm - Jumeirah - Dubai - United Arab Emirates"
TOTÓ Dubai,https://totorestaurants.com/dubai/,+971 4 215 2121,4.7,411,Italian restaurant,57RF+5P3 - Sheikh Mohammed bin Rashid Blvd - Downtown Dubai - Dubai - United Arab Emirates
Nine Squares Restaurant (Dubai Mall Branch),No Website,+971 4 834 3963,4.9,"1,862",Chinese restaurant,Dubai Mall service road - Burj Khalifa - Dubai - United Arab Emirates
Mara Lounge Restaurant - Dubai mall,http://www.maralounge.com/,+971 50 590 0620,4.7,"1,230",Restaurant,Dubai mall - Burj Khalifa - Dubai - United Arab Emirates
August Restaurant & Lounge,http://august.ae/,+971 54 408 0010,4.7,518,Mediterranean restaurant,"Hotel, The Address Residence Fountain View 2 - Burj Khalifa - Dubai - United Arab Emirates"
AVE Dubai,http://avedubai.ae/,+971 54 444 1254,4.8,"3,386",Restaurant,Dubai Fountain St 502 Empire Heights Tower A - Dubai - United Arab Emirates
Prime 68 - Steakhouse,https://www.prime68dubai.com/,+971 4 414 3000,4.5,"1,152",Steak house,JW Marriott Marquis Dubai - 68th - Sheikh Zayed Rd - Business Bay - Dubai - United Arab Emirates
"Cucina, The Palm",http://www.cucinathepalm.com/,+971 4 666 1408,4.6,578,Italian restaurant,Marriott Resort Palm Jumeirah Palm West Beach - Palm Jumeirah - Dubai - United Arab Emirates
Villamore,https://www.kempinski.com/en/palm-jumeirah/restaurants-bars/villamore?utm_medium=organic&utm_source=google&utm_campaign=KRDXB2&utm_content=gmb&source=S308962248,+971 4 444 2000,4.7,311,Mediterranean restaurant,"Crescent West, Palm Jumeirah - 213208 - Dubai - United Arab Emirates"
Fouquet's Dubai,https://www.fouquetsdubai.com/,+971 4 524 5301,4.6,891,French restaurant,Burj Plaza - Downtown Dubai - Dubai - United Arab Emirates
24th St. World Street Food Dubai,https://www.dusit.com/dusitthani-dubai/dining/,+971 4 317 4515,4.8,"4,924",Restaurant,Dusit Thani Dubai - 24th Floor - 133 Sheikh Zayed Rd - Trade Center Second - DIFC - Dubai - United Arab Emirates
DUOMO Dubai,https://www.duomodubai.com/,+971 4 602 3399,4.0,614,Italian restaurant,11788 - The Dubai EDITION Dubai Fountain St The Dubai Edition Hotel - 34 Financial Ctr St - Downtown Dubai - Dubai - United Arab Emirates
Il Borro Tuscan Bistro Dubai,http://ilborrotuscanbistro.ae/,+971 4 275 2555,4.4,"2,109",Tuscan restaurant,906 Jumeira St - Umm Suqeim Third - Umm Suqeim 3 - Dubai - United Arab Emirates
3BK Restaurant - Burj Khalifa,http://www.3bkdubai.com/,+971 4 888 6333,4.8,"1,413",Restaurant,"Burj Khalifa - Level 3, Armani Hotel Dubai - Sheikh Mohammed bin Rashid Blvd - Dubai - United Arab Emirates"
Bisou Restaurant Dubai,https://bisou.metafoodiesgroup.com/,+971 58 140 6888,4.5,657,Restaurant,Dubai Opera Plaza - Sheikh Mohammed bin Rashid Blvd - Downtown Dubai - Dubai - United Arab Emirates
Zordaar Restaurant Dubai,https://zordaarrestaurants.com/,+971 50 512 0325,4.8,275,Restaurant,Millennium Barsha - Zordaar - Al Ramth St - near Mall Of Emirates - Al Barsha - Al Barsha 1 - Dubai - United Arab Emirates
Maiz Tacos Dubai Hills,http://www.maiztacos.com/,+971 4 577 6745,4.8,"1,856",Restaurant,Dubai Hills Acacia B shop 5 - Dubai - United Arab Emirates
Coco Dubai - Best Restaurant & Breakfast Downtown Dubai,https://www.coco-restaurants.ae/,+971 4 422 5211,4.9,"1,458",Restaurant,Al Murooj Complex - opp. Dubai Mall - Downtown Dubai - Dubai - United Arab Emirates
Masti - Cocktails & Cuisine,http://www.mastidubai.com/,+971 54 583 4555,4.4,"1,908",Restaurant,The Dubai Edition Hotel - Dubai Fountain St - Burj Khalifa - Dubai - United Arab Emirates
Vietnamese Foodies Downtown,http://www.vietnamesefoodies.com/,+971 4 554 2090,4.6,"1,061",Vietnamese restaurant,Burj Vista Tower 1 - Downtown Dubai - Dubai - United Arab Emirates
Beefbar Dubai,https://beefbar.com/dubai/,+971 58 105 0099,4.4,864,French steakhouse restaurant,Al Naseem - Turtle lagoon - Jumeira St - Jumeirah - Umm Suqeim 3 - Dubai - United Arab Emirates
Soiree restaurant and lounge,https://soireedxb.com/,+971 55 413 6648,4.8,513,Restaurant,"Tower, The Opus by Omniyat - ME Dubai Hotel - 2nd - Al A'amal St - Business Bay - Dubai - United Arab Emirates"
Fogo de Chão Brazilian Steakhouse,http://www.fogome.com/,+971 4 343 8867,4.7,"6,602",Brazilian restaurant,Commercial - Office Building - Level P3 - Central Park Towers - DIFC - Dubai - United Arab Emirates
Gerbou,https://www.gerbou.com/,N/A,4.7,631,Restaurant,Nad Al Sheba 1 Intersection Street - 5 & 20 - 5 - Dubai - United Arab Emirates
Little Neighborhood Restaurant,https://littleneighborhooddxb.com/,N/A,4.7,399,Restaurant,Nakhlat Jumeira - Dubai - United Arab Emirates
Maxzi The Good Food Shop - Al Quoz,http://maxzi.ae/,+971 4 395 3988,4.7,"5,923",Restaurant,Al Shafar Investment Building - Al Quoz - Dubai - United Arab Emirates
Restaurant - Fi'lia,https://restaurantsandbars.accor.com/fr/restaurant/B5B0_R001,+971 4 607 0770,4.3,"2,019",Italian restaurant,Marasi Dr - Business Bay - Dubai - United Arab Emirates
"Bombay Brasserie, Taj Dubai",https://www.tajhotels.com/en-in/hotels/taj-dubai/restaurants/bombay-brasserie-dubai?utm_source=google&utm_medium=local&utm_campaign=taj-dubai-bombay-brasserie,+971 4 438 3222,4.4,554,Restaurant,Burj Khalifa St - Business Bay - Dubai - United Arab Emirates
Atrangi by Ritu Dalmia,https://www.atrangidubai.com/,+971 55 168 0802,4.8,"1,303",Restaurant,King Salman Bin Abdulaziz Al Saud St - Al Sufouh - Al Sufouh 1 - Dubai - United Arab Emirates
Coppasta Restaurant,https://www.instagram.com/coppasta_uae?igsh=MW9ibGhrNHBlYm50Yg==,+971 4 554 4321,4.4,450,Restaurant,"Downtown, Souq Al Manzil - Sheikh Mohammed bin Rashid Blvd - Burj Khalifa - Dubai - United Arab Emirates"
Soul Kitchen Dubai,http://www.soulkitchendxb.com/,+971 4 836 0900,4.6,732,Restaurant,Soul Kitchen Dubai - Marasi Dr - Business Bay - Dubai - United Arab Emirates
Kitchen6,https://www.marriott.com/en-us/hotels/dxbjw-jw-marriott-marquis-hotel-dubai/dining/explore-culinary-delights/casual-restaurants/?scid=feed67b0-9a2f-4de1-8df6-114544116108,+971 4 414 3000,4.5,"5,044",Restaurant,Sheikh Zayed Rd - Business Bay - Dubai - United Arab Emirates
"The Lighthouse Restaurant & Bar, Dubai Design District",http://www.thelighthouse.ae/,+971 4 422 6024,4.4,880,Restaurant,Building No.6 - Dubai Design District - Dubai - United Arab Emirates
PLAYA Beach Dubai,https://www.playadxb.com/,+971 800 75292,4.5,"1,480",Restaurant,446Q+2C - Nakhlat Jumeira - Dubai - United Arab Emirates
Meda Dubai,https://www.tajhotels.com/en-in/hotels/taj-dubai/restaurants/meda-tapas-bar,+971 56 711 2277,4.5,38,Restaurant,Taj Hotel - Business Bay - Dubai - United Arab Emirates
TABŪ Dubai,https://www.tabu-dubai.com/,+971 4 512 5555,4.6,987,Restaurant,St Regis - Downtown Dubai - Dubai - United Arab Emirates
Benjarong,https://www.dusit.com/dusitthani-dubai/dining/benjarong/,+971 54 990 8007,4.8,"1,603",Thai restaurant,Dusit Thani Dubai - 24th floor - Sheikh Zayed Rd - Dubai - United Arab Emirates
En Fuego Dubai,https://www.atlantis.com/dubai/dining/en-fuego?utm_source=googleplaces&utm_medium=location&utm_campaign=en_fuego&utm_content=listing,+971 4 426 2626,4.1,"1,293",Latin American restaurant,Atlantis The Palm - Crescent Rd - Nakhlat Jumeira - Dubai - United Arab Emirates
Bosnian House Dubai Mall البيت البوسني دبي مول,http://www.bosnianhouse.net/,+971 4 211 8000,4.7,"4,039",Eastern European restaurant,Dubai Mall Food Court - Burj Khalifa - Dubai - United Arab Emirates
Nai,https://www.kempinski.com/en/central-avenue-dubai/restaurants-bars/nai,+971 50 523 4086,4.7,949,Bar,Kempinski Central Avenue - Burj Khalifa - Dubai - United Arab Emirates
The Meat Co. Souk Al Bahar,https://www.themeatco.com/location/dubai-souk-al-bahar/,+971 4 420 0737,4.6,"1,562",Steak house,Souk Al Bahar - Burj Khalifa - Dubai - United Arab Emirates
POLI Restaurant Dubai,https://www.poli.ae/,+971 4 422 5263,4.8,279,Greek restaurant,Address Dubai Mall - Formerly Address Fountain Views - Downtown - Level 12 - Level 12 Sheikh Mohammed bin Rashid Blvd - Downtown Dubai - Dubai - United Arab Emirates
Trove Best Shisha Lounge In Dubai,https://troverestaurant.com/,+971 4 347 7444,4.9,"8,813",Hookah bar,"Ground floor,Fashion avenue, The Dubai Mall - Burj Khalifa - Dubai - United Arab Emirates"
